"Scenario_Set","Scenario_Name","Scenario","Model","Method","BOIN_Method","BOIN_r_estimator","CRM_r_model","Alpha_true","r_carry","Accrual","T_assess","Cycle_Max","Continuous_Enrollment","Dose","True_DLT_rate","True_IPDE_DLT_rate","Estimated_pj","r_hat","r_cap","r_use","MTD_Selection_pct","Pts_Treated","Unique_Pts_by_Dose","IPDE_Doses","Total_Administrations","Total_Unique_Patients","Early_Stopping_pct","Duration","n_valid","ntrial_from_files","CRM_Skeleton","CRM_Theta_Prior_Mean","CRM_Theta_Prior_SD","CRM_r_Prior_a","CRM_r_Prior_b","CRM_Dose_Values","CRM_Alpha_Grid_Length","CRM_Dose_Scores_Raw","CRM_Dose_Scores","CRM_Cumu_Beta0_Mean","CRM_Cumu_Beta0_Prec","CRM_Cumu_Beta0_DF","CRM_Cumu_Beta1_Shape","CRM_Cumu_Beta1_Rate","CRM_Cumu_Beta2_Rate","CRM_Cumu_Include_Current"
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,3,1,3,0.22,0.28,0.2452,NA,NA,NA,26.6129,7.2611,7.2611,3.5575,29.9864,19.4168,0.0504,332.2954,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,3,1,4,0.3,0.432,0.2939,NA,NA,NA,53.8306,9.8634,9.8634,1.6431,29.9864,19.4168,0.0504,332.2954,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,3,1,5,0.46,0.64,0.4409,NA,NA,NA,13.1048,4.1371,4.1371,1.8453,29.9864,19.4168,0.0504,332.2954,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,3,1,6,0.53,0.806,0.5942,NA,NA,NA,0.3024,0.183,0.183,0.1235,29.9864,19.4168,0.0504,332.2954,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,3,1,7,0.59,0.908,0.6527,NA,NA,NA,0,0.0045,0.0045,0,29.9864,19.4168,0.0504,332.2954,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.6,0,0.0714,28,3,1,8,0.66,1,0.7013,NA,NA,NA,0,0,0,0,29.9864,19.4168,0.0504,332.2954,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,1,0.05,0.05,0.1206,0.0474,NA,NA,0,3.626,3.626,0,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,2,0.1,0.13,0.1839,NA,NA,NA,5.8972,4.2384,4.2384,3.2329,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,3,0.22,0.28,0.237,NA,NA,NA,22.0766,6.4461,6.4461,3.312,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,4,0.3,0.432,0.2848,NA,NA,NA,54.1835,10.0449,10.0449,1.3271,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,5,0.46,0.64,0.4303,NA,NA,NA,16.9355,5.0761,5.0761,2.244,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,6,0.53,0.806,0.5839,NA,NA,NA,0.6048,0.5292,0.5292,0.2923,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,7,0.59,0.908,0.643,NA,NA,NA,0.1008,0.0257,0.0257,0.0116,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.6,0,0.0714,28,3,1,8,0.66,1,0.6922,NA,NA,NA,0.1512,0,0,0,29.9864,19.5665,0.0504,332.7816,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,1,0.05,0.05,0.1055,NA,NA,NA,0,3.5912,3.5912,0,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,2,0.1,0.13,0.1645,NA,NA,NA,3.0242,4.0192,4.0192,3.1915,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,3,0.22,0.28,0.2151,NA,NA,NA,15.877,5.3997,5.3997,3.1905,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,4,0.3,0.432,0.2613,NA,NA,NA,48.8911,9.3674,9.3674,1.0721,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,5,0.46,0.64,0.405,NA,NA,NA,29.8891,6.5489,6.5489,2.2586,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,6,0.53,0.806,0.5611,NA,NA,NA,1.9657,0.9042,0.9042,0.3014,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,7,0.59,0.908,0.6222,NA,NA,NA,0.2016,0.1361,0.1361,0.0433,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.6,0,0.0714,28,3,1,8,0.66,1,0.6735,NA,NA,NA,0.1008,0.0197,0.0197,0.0126,29.9864,19.9163,0.0504,333.8751,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,1,0.05,0.05,0.0803,NA,NA,NA,0,3.0726,3.0726,0,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,2,0.1,0.13,0.1283,NA,NA,NA,1.0585,3.7061,3.7061,2.9118,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,3,0.22,0.28,0.204,NA,NA,NA,24.0927,6.9814,6.9814,3.0554,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,4,0.3,0.432,0.3095,NA,NA,NA,48.8911,9.5081,9.5081,1.2868,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,5,0.46,0.64,0.4328,NA,NA,NA,21.371,5.1411,5.1411,2.5343,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,6,0.53,0.806,0.554,NA,NA,NA,3.4274,1.3019,1.3019,0.627,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,7,0.59,0.908,0.6585,NA,NA,NA,0.8065,0.2344,0.2344,0.0912,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.6,0,0.0714,28,3,1,8,0.66,1,0.7413,NA,NA,NA,0.3024,0.0408,0.0408,0.0227,29.9864,19.4572,0.0504,330.3362,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,1,0.05,0.05,0.1086,0,NA,NA,0.0504,3.6683,3.6683,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,2,0.1,0.145,0.1688,NA,NA,NA,3.4274,4.1431,4.1431,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,3,0.22,0.31,0.2203,NA,NA,NA,16.9355,6.2238,6.2238,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,4,0.3,0.498,0.2671,NA,NA,NA,51.9657,9.4597,9.4597,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,5,0.46,0.73,0.4121,NA,NA,NA,25.8065,5.7566,5.7566,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,6,0.53,0.944,0.5681,NA,NA,NA,1.7137,0.6789,0.6789,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,7,0.59,1,0.6288,NA,NA,NA,0.0504,0.0484,0.0484,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_fixed",NA,NA,"fixed",0.9,0,0.0714,28,1,1,8,0.66,1,0.6796,NA,NA,NA,0,0.0076,0.0076,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,1,0.05,0.05,0.1086,0.0783,NA,NA,0.0504,3.6638,3.6638,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,2,0.1,0.145,0.1689,NA,NA,NA,3.3266,4.1643,4.1643,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,3,0.22,0.31,0.2204,NA,NA,NA,17.4899,6.1966,6.1966,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,4,0.3,0.498,0.2672,NA,NA,NA,51.5625,9.434,9.434,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,5,0.46,0.73,0.4122,NA,NA,NA,25.8569,5.7853,5.7853,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,6,0.53,0.944,0.5682,NA,NA,NA,1.6129,0.6835,0.6835,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,7,0.59,1,0.6288,NA,NA,NA,0.0504,0.0514,0.0514,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_random",NA,NA,"random",0.9,0,0.0714,28,1,1,8,0.66,1,0.6796,NA,NA,NA,0,0.0076,0.0076,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,1,0.05,0.05,0.1143,NA,NA,NA,0.0504,3.6623,3.6623,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,2,0.1,0.145,0.1765,NA,NA,NA,3.377,4.1583,4.1583,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,3,0.22,0.31,0.2296,NA,NA,NA,17.1371,6.1149,6.1149,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,4,0.3,0.498,0.2775,NA,NA,NA,51.6633,9.5685,9.5685,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,5,0.46,0.73,0.4262,NA,NA,NA,25.9073,5.7324,5.7324,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,6,0.53,0.944,0.5855,NA,NA,NA,1.6633,0.6895,0.6895,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,7,0.59,1,0.6473,NA,NA,NA,0.0504,0.0484,0.0484,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_alpha_crm",NA,NA,"alpha_crm",0.9,0,0.0714,28,1,1,8,0.66,1,0.699,NA,NA,NA,0,0.0076,0.0076,0,29.9819,29.9819,0.1512,437.5755,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,"10,20,30,40,50,60,70,80",61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.9,0,0.0714,28,1,1,1,0.05,0.05,0.0797,NA,NA,NA,0,3.0559,3.0559,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.9,0,0.0714,28,1,1,2,0.1,0.145,0.1275,NA,NA,NA,1.5625,3.7621,3.7621,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.9,0,0.0714,28,1,1,3,0.22,0.31,0.2031,NA,NA,NA,22.9839,7.249,7.249,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.9,0,0.0714,28,1,1,4,0.3,0.498,0.3084,NA,NA,NA,48.9415,9.3432,9.3432,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
"SetB_8dose","SetB_8dose_SC5",5,"CRM","crm_cumu_crm",NA,NA,"cumu_crm",0.9,0,0.0714,28,1,1,5,0.46,0.73,0.4317,NA,NA,NA,21.3206,4.8856,4.8856,0,29.9864,29.9864,0.0504,437.6178,1984,1984,"0.04,0.08,0.12,0.16,0.3,0.47,0.54,0.6",0,1.4142,0.15,0.85,NA,NA,"0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5","0.1,0.3,0.5,0.7,0.9,1.1,1.3,1.5",-3,2,1,2.83,1.21,1,0
